Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,12,6,2009,6,20,,,2016-12-06,2009-06-20,KY073747.1
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2012,7,30,,,2017-11-14,2012-07-30,KX284928.1
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,5,30,,,2017-11-14,2013-05-30,KX285804.1
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,2,3,2016,6,17,,,2018-02-03,2016-06-17,"MG000865.1, MG000866.1, MG000867.1, MG000868.1, MG000869.1, MG000870.1, MG000871.1"
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,29,2016,11,16,,,2022-05-29,2016-11-16,MT125561.1
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,29,2016,5,31,,,2022-05-29,2016-05-31,MT221710.1
,alphacoronavirus chicagoense,58068,3433756,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus chicagoense,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,29,2017,5,23,,,2022-05-29,2017-05-23,MT082161.1
,alphacoronavirus porci,9397,3433789,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus porci,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,4,4,2017,10,,,,2023-04-04,2017-10,OP873074.1
,alphacoronavirus pusilli,9432,3433780,TRUE,TRUE,TRUE,miniopterus,miniopteridae,chiroptera,mammalia,Miniopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus pusilli,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2005,2,9,,,,,,2005-02-09,,"AY864196.1, AY864197.1, AY864198.1"
,alphacoronavirus rhinolophi,9397,3433795,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rhinolophi,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,4,11,,,,,,2018-04-11,,MF094702.1
,alphacoronavirus rhinolophi,9397,3433795,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rhinolophi,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,30,,,,,,2023-06-30,,"OK430982.1, OK430983.1, OK430984.1, OK430985.1, OK430986.1, OK430987.1, OK430988.1, OK430989.1, OK430990.1, OK431067.1, OK431068.1, OK431069.1, OK431071.1, OK431072.1"
,alphacoronavirus rousetti,58068,3433754,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,29,2023,,,,,2025-07-29,2023,"PV577248.1, PV577249.1, PV577250.1"
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,17,2005,10,,,,2012-10-17,2005-10,"JQ989270.1, JQ989271.1"
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,17,2005,12,,,,2012-10-17,2005-12,JQ989269.1
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,17,2006,10,,,,2012-10-17,2006-10,JQ989268.1
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,17,2006,12,,,,2012-10-17,2006-12,"JQ989266.1, JQ989267.1"
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,17,2010,8,,,,2012-10-17,2010-08,"JQ989272.1, JQ989273.1"
,alphacoronavirus rousetti,9397,3433754,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2012,10,18,2005,10,,,,2012-10-18,2005-10,NC_018871.1
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,15,,,2017-11-14,2013-10-15,"KX285606.2, KX285607.2, KX285608.2, KX285609.2, KX285610.2, KX285611.2, KX285612.2, KX285613.2, KX285614.2, KX285615.2, KX285616.2, KX285618.2, KX285619.2, KX285620.2, KX285621.2, KX285622.2, KX285623.2, KX285624.2, KX285625.2, KX285626.2, KX285627.2, KX285628.2, KX285629.2, KX285630.2, KX285631.2, KX285632.2, KX285633.2, KX285634.2, KX286022.1, KX286040.1, KX286041.1, KX286050.1, KX286051.1, KX286056.1, KX286059.1, KX286060.1, KX286061.1, KX286062.1, KX286063.1, KX286075.1, KX286077.1, KX286078.1, KX286092.1, KX286093.1, KX286094.1, KX286100.1, KX286106.1, KX286107.1, KX286115.1, KX286124.1, KX286225.1, KX286226.1, KX286227.1, KX286228.1, KX286229.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,18,,,2017-11-14,2013-10-18,"KX285635.2, KX285636.2, KX285637.2, KX285638.2, KX285639.2, KX285640.2, KX285641.2, KX285642.2, KX285643.2, KX285644.2, KX286126.1, KX286135.1, KX286143.1, KX286144.1, KX286161.1, KX286162.1, KX286164.1, KX286170.1, KX286171.1, KX286172.1, KX286179.1, KX286180.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,19,,,2017-11-14,2013-10-19,"KX285646.2, KX285647.2, KX285648.2, KX285649.2, KX285650.2, KX285651.2, KX285652.2, KX285653.2, KX285654.2, KX285655.2, KX285656.2, KX285657.2, KX285658.2, KX285659.2, KX285660.2, KX285661.2, KX285662.2, KX285664.2, KX285665.2, KX285666.2, KX285667.2, KX285669.2, KX285670.2, KX285673.2, KX286026.1, KX286044.1, KX286046.1, KX286048.1, KX286052.1, KX286053.1, KX286054.1, KX286199.1, KX286200.1, KX286208.1, KX286210.1, KX286221.1, KX286222.1, KX286223.1, KX286230.1, KX286231.1, KX286232.1, KX286233.1, KX286234.1, KX286235.1, KX286236.1, KX286237.1, KX286238.1, KX286239.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,2,,,2017-11-14,2013-10-02,"KX285514.2, KX285515.2, KX285516.2, KX285517.2, KX285518.2, KX285519.2, KX285520.2, KX285521.2, KX285522.2, KX285523.2, KX285524.2, KX285525.2, KX285526.2, KX285527.2, KX285528.2, KX285529.2, KX285530.2, KX285565.2, KX285566.2, KX285567.2, KX285568.2, KX285569.2, KX285570.2, KX285571.2, KX285572.2, KX285573.2, KX285574.2, KX285575.2, KX285576.2, KX285577.2, KX285578.2, KX285579.2, KX285580.2, KX285581.2, KX285582.2, KX285583.2, KX285584.2, KX285585.2, KX285586.2, KX285587.2, KX285588.2, KX285589.2, KX285591.2, KX285592.2, KX285593.2, KX285594.2, KX285595.2, KX285596.2, KX285597.2, KX285598.2, KX285599.2, KX285600.2, KX285601.2, KX285603.2, KX285604.2, KX286019.1, KX286024.1, KX286028.1, KX286030.1, KX286031.1, KX286032.1, KX286033.1, KX286034.1, KX286035.1, KX286036.1, KX286037.1, KX286049.1, KX286057.1, KX286064.1, KX286065.1, KX286066.1, KX286067.1, KX286141.1, KX286156.1, KX286157.1, KX286159.1, KX286160.1, KX286165.1, KX286166.1, KX286167.1, KX286169.1, KX286173.1, KX286174.1, KX286175.1, KX286176.1, KX286177.1, KX286178.1, KX286182.1, KX286183.1, KX286184.1, KX286185.1, KX286186.1, KX286187.1, KX286188.1, KX286190.1, KX286192.1, KX286193.1, KX286194.1, KX286195.1, KX286201.1, KX286202.1, KX286203.1, KX286204.1, KX286205.1, KX286206.1, KX286207.1, KX286219.1, KX286220.1, KX286241.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,20,,,2017-11-14,2013-10-20,"KX285675.2, KX285676.2, KX285677.2, KX285679.2, KX285680.2, KX285681.2, KX285682.2, KX285683.2, KX285684.2, KX285685.2, KX285686.2, KX285687.2, KX285688.2, KX285689.2, KX285690.2, KX285691.2, KX285692.2, KX285693.2, KX285694.2, KX285695.2, KX285696.2, KX285697.2, KX285698.2, KX285699.2, KX285700.2, KX285701.2, KX285702.2, KX285703.2, KX285704.2, KX285705.2, KX285706.2, KX285707.2, KX285708.2, KX285709.2, KX285710.2, KX285711.2, KX285712.2, KX285713.2, KX285714.2, KX285715.2, KX285716.2, KX285717.2, KX285718.2, KX286020.1, KX286068.1, KX286069.1, KX286070.1, KX286072.1, KX286073.1, KX286079.1, KX286080.1, KX286081.1, KX286082.1, KX286095.1, KX286096.1, KX286097.1, KX286098.1, KX286099.1, KX286101.1, KX286108.1, KX286109.1, KX286110.1, KX286111.1, KX286112.1, KX286113.1, KX286116.1, KX286117.1, KX286136.1, KX286137.1, KX286138.1, KX286139.1, KX286140.1, KX286142.1, KX286145.1, KX286146.1, KX286147.1, KX286148.1, KX286149.1, KX286150.1, KX286151.1, KX286152.1, KX286153.1, KX286154.1, KX286155.1, KX286163.1, KX286214.1, KX286215.1, KX286216.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,3,,,2017-11-14,2013-10-03,"KX285531.2, KX285532.2, KX285533.2, KX285534.2, KX285535.2, KX285536.2, KX285537.2, KX285538.2, KX285539.2, KX285540.2, KX285542.2, KX285543.2, KX285544.2, KX285545.2, KX286058.1, KX286083.1, KX286084.1, KX286086.1, KX286087.1, KX286088.1, KX286089.1, KX286090.1, KX286102.1, KX286103.1, KX286104.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,4,,,2017-11-14,2013-10-04,"KX285546.2, KX285547.2, KX285548.2, KX285549.2, KX285550.2, KX286105.1, KX286114.1, KX286118.1, KX286119.1, KX286120.1"
,alphacoronavirus scotophili,30560,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Yangochiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,10,5,,,2017-11-14,2013-10-05,"KX285551.2, KX285552.2, KX285553.2, KX285554.2, KX285555.2, KX285556.2, KX285557.2, KX285558.2, KX285559.2, KX285560.2, KX285561.2, KX285562.2, KX285563.2, KX285564.2, KX286121.1, KX286122.1, KX286123.1, KX286127.1, KX286128.1, KX286130.1, KX286131.1, KX286132.1, KX286133.1, KX286134.1"
,alphacoronavirus scotophili,9397,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,6,23,2013,1,10,,,2021-06-23,2013-01-10,MT065077.1
,alphacoronavirus scotophili,9397,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,6,23,2013,10,15,,,2021-06-23,2013-10-15,MT221723.1
,alphacoronavirus scotophili,9397,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,6,23,2013,10,20,,,2021-06-23,2013-10-20,MT222038.1
,alphacoronavirus scotophili,9397,3158245,TRUE,TRUE,TRUE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,29,2013,10,2,,,2022-05-29,2013-10-02,MT387162.1
,alphacoronavirus scotophili,9431,3158245,TRUE,TRUE,TRUE,,vespertilionidae,chiroptera,mammalia,Vespertilionidae,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,24,2017,12,21,,,2022-05-24,2017-12-21,"MW300870.1, MW300871.1, MW300872.1, MW300873.1, MW300874.1, MW300875.1, MW300876.1, MW300877.1, MW300878.1, MW300879.1, MW300880.1, MW300881.1, MW300882.1, MW300883.1, MW300884.1, MW300885.1, MW300886.1, MW300887.1, MW300889.1, MW300890.1, MW300891.1, MW300892.1, MW300893.1, MW300894.1, MW300895.1, MW300896.1, MW300897.1, MW300918.1, MW300919.1, MW300920.1, MW300921.1, MW300923.1, MW300924.1, MW300925.1, MW300926.1, MW300927.1, MW300928.1, MW300929.1, MW300930.1, MW300931.1, MW300932.1, MW300933.1, MW300934.1, MW300935.1, MW300936.1"
,alphacoronavirus scotophili,9431,3158245,TRUE,TRUE,TRUE,,vespertilionidae,chiroptera,mammalia,Vespertilionidae,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus scotophili,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,24,2018,6,6,,,2022-05-24,2018-06-06,"MW300898.1, MW300899.1, MW300900.1, MW300901.1, MW300902.1, MW300903.1, MW300904.1, MW300905.1, MW300906.1, MW300907.1, MW300908.1, MW300909.1, MW300910.1, MW300911.1, MW300937.1, MW300938.1, MW300939.1, MW300940.1"
,alphacoronavirus sp.,258862,1906673,TRUE,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,3,26,2020,3,17,,,2025-03-26,2020-03-17,PV357408.1
,alphacoronavirus sp.,258862,1906673,TRUE,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,3,26,2020,3,18,,,2025-03-26,2020-03-18,"PV357409.1, PV357410.1, PV357411.1, PV357412.1, PV357413.1"
,alphacoronavirus sp.,258862,1906673,TRUE,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,3,26,2020,3,19,,,2025-03-26,2020-03-19,"PV357414.1, PV357415.1"
,alphacoronavirus sp.,258862,1906673,TRUE,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,3,26,2020,3,20,,,2025-03-26,2020-03-20,"PV357416.1, PV357417.1"
,alphacoronavirus sp.,27671,1906673,TRUE,TRUE,FALSE,pipistrellus,vespertilionidae,chiroptera,mammalia,Pipistrellus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,28,,,,,,2017-11-28,,LC334391.1
,alphacoronavirus sp.,9397,1906673,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,5,10,2012,,,,,2017-05-10,2012,"KU973689.1, KU973691.1"
,alphacoronavirus sp.,9397,1906673,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,5,5,2021,3,,,,2023-05-05,2021-03,OK017907.1
,alphacoronavirus sp.,9397,1906673,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,26,2023,,,,,2025-08-26,2023,"PV125545.1, PV125554.1, PV125555.1"
,alphacoronavirus suis,9431,3433814,TRUE,TRUE,TRUE,,vespertilionidae,chiroptera,mammalia,Vespertilionidae,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus suis,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,24,2017,12,21,,,2022-05-24,2017-12-21,MW300922.1
,bat alphacoronavirus,109484,2419667,TRUE,TRUE,FALSE,hypsugo,vespertilionidae,chiroptera,mammalia,Hypsugo,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312569.1, MN312570.1, MN312571.1, MN312572.1, MN312573.1, MN312574.1, MN312575.1"
,bat alphacoronavirus,49442,2419667,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312330.1, MN312463.1, MN312472.1"
,bat alphacoronavirus,9397,2419667,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2019,5,4,2017,,,,,2019-05-04,2017,"MK603150.1, MK603151.1, MK603152.1, MK603153.1, MK603154.1, MK603155.1, MK603156.1, MK603157.1, MK603158.1, MK603159.1, MK603160.1, MK603161.1"
,bat alphacoronavirus,9397,2419667,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,7,21,2014,7,10,,,2024-07-21,2014-07-10,PQ030837.1
,bat alphacoronavirus,9397,2419667,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,7,21,2014,7,4,,,2024-07-21,2014-07-04,PQ030838.1
